Latitude,Longitude,Population_Density,Distance_to_Town,Terrain_Type,Average_Elevation,Median_Income,Percentage_of_Uncovered_Population,Distance_to_Existing_Tower,Available_Power_Supply,Average_Rainfall,Average_Temperature,Topography,Vegetation_Coverage,Road_Accessibility,Proximity_to_Fiber,Natural_Disaster_Risk,Local_Regulations,Spectrum_Availability,Projected_Growth_Rate
39.40230241,-117.9926501,139,86.12969017,Flat,3631.710974,91385,88.31599779,15.18938132,0,0.259391996,16.08455249,Valley,74.55894308,1,64.18001023,Medium,1,1,0.275747683
35.75474178,-107.3244192,41,7.083343688,Hilly,1828.962593,80661,0.519449276,27.4156667,0,97.18613628,37.67800724,Valley,4.346264402,1,70.8532295,High,0,1,3.981211948
33.88169926,-102.3973729,611,22.63407407,Hilly,4934.618803,67578,25.57470484,35.86497046,0,48.371631,30.08890238,Basin,9.82805117,0,43.32025245,High,0,1,1.012557224
36.43288218,-102.2449298,780,89.42203007,Flat,335.0432771,60003,40.67303981,39.43291508,1,87.87503707,-1.144532224,Basin,74.2598331,1,61.41656467,Low,1,0,4.295070042
34.5825289,-100.8467305,434,13.05172233,Mountainous,398.5080852,99666,67.22597188,47.28462926,0,73.43429476,19.37987568,Plateau,62.68492104,0,21.46775477,Low,0,0,4.94397864
35.45616789,-102.6458908,307,63.33294611,Flat,4584.379238,99929,99.70634945,10.34687949,0,17.90187293,29.6780873,Valley,36.40463665,1,66.0618437,High,0,1,3.666840477
39.41464809,-119.9571816,513,22.13762544,Hilly,3238.532175,38735,37.08183949,33.38631288,0,84.52687358,-2.75312206,Valley,55.4343458,0,91.08939355,High,1,0,4.171850439
33.86102638,-112.3951767,854,60.9808179,Mountainous,1631.670341,39429,94.8808726,10.81512902,0,5.107835444,-5.904247658,Plateau,0.362763571,1,18.93876228,Medium,1,1,2.343919346
39.61190564,-103.6291484,770,38.92731252,Flat,3809.763789,64346,36.67742822,16.57574412,1,50.75581869,34.55524464,Plateau,43.11799819,1,53.40072454,Low,0,0,1.558823601
39.05350642,-112.6749399,990,11.06601275,Flat,2263.866939,29291,69.55292567,7.995460453,0,25.41132038,2.252192366,Plateau,16.70358261,1,23.77406523,Medium,1,1,3.227113782
31.95791135,-107.9690299,694,58.66503169,Mountainous,105.607544,63310,16.53670173,38.87669345,0,36.15862102,14.89389706,Valley,96.5981619,1,9.107485179,Low,1,0,0.846363249
30.69361301,-107.8736611,366,68.62123196,Flat,3255.518347,47534,46.04078586,45.7859765,0,75.70283284,0.437272554,Plateau,31.69295213,0,9.341962197,Low,0,1,0.929242594
31.00778001,-112.6994939,992,68.34698928,Mountainous,1215.559685,42126,87.12735186,2.46651131,0,68.33834889,-7.617173405,Basin,79.70457585,0,22.80002955,Medium,0,1,3.755789032
30.18221826,-101.9105215,464,64.0664065,Mountainous,576.6755831,54415,31.99943801,40.86189371,1,44.00835248,15.66052121,Plateau,12.71822237,0,34.86607662,Low,0,1,0.872916873
30.94442961,-109.9354331,410,50.52225331,Flat,1126.365912,51437,10.52025987,12.84601377,0,4.591837598,11.75402517,Valley,18.00959252,0,22.7943293,Medium,1,0,4.942793279
36.83006773,-110.7043159,997,52.42778907,Mountainous,2380.789406,78843,52.27133359,24.86149126,0,3.991572917,26.32420061,Basin,69.80574173,1,79.13844304,High,0,0,3.773629563
30.71188648,-100.0497251,905,63.92837087,Mountainous,249.2821564,67096,43.95346863,37.6627398,1,70.22045365,32.87076978,Valley,77.29749911,1,8.240643044,Medium,0,1,4.567479193
33.1897563,-110.1299927,568,69.33567681,Hilly,4415.761934,52769,22.95396301,25.83586178,1,94.8829567,-2.918749094,Plateau,89.87457453,1,5.197593426,Medium,0,0,2.425650405
38.44875311,-116.432035,999,65.83279714,Hilly,2799.590083,36060,90.56152261,12.33124505,0,84.72671955,-1.417600396,Plateau,69.44065988,1,19.01308189,Low,1,0,2.527760509
30.23271936,-109.7386115,718,59.10761093,Hilly,1464.980901,77002,60.16867382,45.40211935,0,12.21840493,37.51265973,Plateau,70.75847697,1,23.86429987,High,1,1,4.117190418
38.14468483,-103.7196653,929,16.4280595,Flat,3435.02424,82511,34.71736218,30.0855495,0,12.12268753,10.89744201,Plateau,23.25939624,1,66.84306256,High,1,1,2.756798118
32.81854775,-104.4627935,464,21.85103731,Flat,4021.182485,67815,99.61312391,46.63152358,1,61.05284233,37.6352848,Basin,94.59181344,0,1.513111849,Low,0,1,0.151264271
31.18164828,-104.2283647,900,26.76217808,Flat,3069.62314,34276,13.75662033,42.48542556,0,65.76123613,6.921382584,Basin,71.27605405,1,91.48518049,Medium,0,1,2.057066656
36.96737165,-105.8395243,43,92.04650405,Flat,1012.47341,35871,84.79515126,43.95279449,1,61.64891469,7.38495515,Valley,17.74406272,0,29.07373614,High,0,0,3.415463291
36.28942847,-114.9156434,775,76.18011409,Mountainous,551.4421007,91691,23.06249358,18.72392401,1,88.53926799,25.34915792,Valley,64.8962878,0,11.2189322,High,0,1,1.461357652
38.77472014,-102.7583183,257,55.73381513,Mountainous,4299.498485,94185,23.95068579,49.3784414,1,23.10046607,-5.151718791,Basin,80.96082953,1,95.37593783,High,0,0,0.151716826
37.35071044,-102.1311307,955,25.95363593,Hilly,1173.437068,93027,49.81621982,42.76732872,0,17.22945107,10.64838391,Valley,46.32980291,0,90.475886,Low,1,1,3.340442627
38.0348093,-116.1169461,51,11.9782608,Mountainous,100.4121534,24786,66.19419698,17.54274258,0,91.41675518,9.024083939,Valley,33.75944531,0,9.489130351,High,1,1,4.014607729
32.82034573,-117.3908873,810,89.97716337,Flat,3214.510541,28732,69.04630975,44.92435252,1,72.21496256,-8.232995607,Plateau,85.96955251,1,44.88962854,Low,1,0,1.772190319
31.77439544,-100.4879006,132,89.37393557,Mountainous,764.4266493,31355,2.21276361,38.00934869,0,71.17271716,5.63088943,Valley,85.47830747,0,63.47223157,High,1,0,1.085882837
37.50614752,-102.6335207,36,11.95886397,Hilly,4954.849099,38204,28.68579532,36.53171426,0,33.53788771,9.925456199,Valley,78.52676826,0,78.75085985,High,0,0,4.785507152
38.06834739,-102.1352771,471,79.92444994,Flat,4348.654159,56210,66.06040753,1.305065693,1,62.78719798,-7.100335007,Plateau,20.49049489,1,98.22460183,High,0,1,2.964989971
39.90505142,-102.2724723,580,45.21786186,Mountainous,3042.22863,85130,88.97347937,2.105827966,1,72.67020222,-8.992954106,Plateau,55.99749116,0,76.10410833,Medium,1,0,0.560922845
34.12617677,-109.1662635,156,33.07272635,Hilly,4169.328213,80150,66.98908884,35.04483416,1,60.02756608,19.99322528,Valley,44.0087609,1,54.78688803,Medium,1,1,2.043770201
33.72018086,-107.0719653,505,74.17134908,Mountainous,2352.678504,81324,26.58813148,14.6554937,0,73.62208183,0.29195168,Basin,69.75867404,1,4.420523074,High,1,1,2.206730249
37.76412961,-109.092743,636,61.81862457,Hilly,3942.431222,85012,50.7772749,3.867399011,1,59.00503791,8.128580588,Valley,89.514814,1,21.29800645,Medium,0,0,2.02509618
33.4080354,-118.975873,495,78.22298065,Hilly,3232.667762,76417,64.75764187,15.01160198,0,98.20319307,-5.997031767,Valley,24.68714569,0,87.00024021,Low,1,1,0.620285614
39.30757326,-105.0899383,469,8.358557203,Hilly,143.2232398,33357,13.53393509,42.05756425,1,49.20033114,-4.955139138,Basin,31.00389209,1,40.02450294,Low,0,1,4.646163263
38.58412752,-109.8933593,908,32.54011498,Flat,4743.788338,49715,54.49069033,24.05997806,0,1.246898419,-2.278036382,Plateau,23.64994792,1,11.10802211,High,1,0,4.474067133
34.28994027,-107.0458185,720,32.61236819,Mountainous,4304.597891,69105,47.16662281,31.16338367,0,16.33425434,-8.509467567,Valley,75.67159799,0,79.83138611,Medium,0,1,4.294128275
37.50871068,-109.9472039,137,33.64555614,Mountainous,4767.036953,83727,33.66480347,40.2247653,1,96.41583492,28.11918563,Plateau,49.69726453,0,13.02972577,Medium,0,1,4.072012222
37.54542874,-110.1637736,385,50.74550739,Flat,3656.829673,95264,62.35376683,16.84534912,0,46.95204938,35.3077966,Valley,47.63208208,0,29.07985991,High,1,1,2.787576629
,-116.5642178,674,29.01836651,Flat,2060.304608,43385,63.6216293,1.546149503,1,12.05214541,16.10713591,Basin,49.55096202,1,3.893581614,Medium,0,1,3.012361156
,-114.4257257,890,44.9939774,Mountainous,1034.926116,44962,97.1469906,16.8427332,0,15.58201637,30.82152482,Valley,30.80451775,1,30.43814081,Low,1,1,3.940397081
35.05252372,-116.8229462,792,37.40998172,Flat,899.9817378,78155,42.83051974,47.8772411,1,2.894956637,-3.222339855,Basin,22.88369837,1,81.96310096,Medium,1,0,1.059825123
38.26457466,-116.0866741,860,73.79430875,Flat,724.5812419,69334,53.12671555,24.6319643,1,22.6339531,12.46377317,Basin,80.35089251,0,44.9375794,High,0,1,2.320665747
33.20049601,-100.5404524,965,60.74657877,Mountainous,1103.048213,82850,15.7502581,28.92057259,0,98.6645231,-2.850314982,Basin,62.96635491,0,21.65577396,High,0,1,1.90354163
38.95523228,-116.9377311,92,65.7093138,Hilly,2753.180067,83572,54.83623389,38.26103863,1,32.88152222,39.76436901,Plateau,72.06642392,1,48.48532226,Low,0,1,2.578670712
33.89201679,-114.6145915,544,21.84780551,Flat,3418.725316,78814,3.608594917,6.63173555,0,25.02520662,-7.093385835,Valley,29.91367216,0,1.328666275,Medium,0,0,2.289813246
30.10837651,-108.1882068,532,33.22471437,Mountainous,1570.282805,97470,14.98775745,36.96286237,0,66.76211206,12.19971663,Valley,17.24739325,0,70.37198845,Medium,0,1,1.13667254
39.05381976,-107.7964285,708,3.095379314,Mountainous,2743.734848,79127,17.12468035,15.58996788,1,67.41977986,-4.387517013,Basin,27.08881946,0,1.528776876,High,1,0,4.408432658
30.91286677,-116.9205174,990,11.72909602,Mountainous,1706.263297,39683,63.26391175,20.01991328,1,96.78335571,-6.566866213,Basin,89.27938024,0,32.09518683,High,1,1,2.699913111
33.19313638,-104.1256515,637,27.24036897,Flat,3482.549868,59984,56.72946407,14.20500334,1,72.95977277,26.74901635,Basin,33.68291788,0,19.09997135,High,1,0,3.964231197
39.50061967,-104.2959426,683,7.480908409,Hilly,4942.431102,25043,79.80369569,8.52373176,1,10.99667493,-5.993618525,Plateau,6.397114982,0,94.57411929,Medium,0,1,1.400446732
39.50607147,-115.2536459,112,60.66060764,Hilly,3445.084842,67960,46.43994319,18.71160732,1,98.55980305,-8.802274276,Valley,48.98672469,0,13.33387467,Medium,1,0,3.471849435
35.73437888,-114.2266739,764,99.81488148,Mountainous,295.1528842,88528,47.48562369,5.637308488,0,75.02372604,37.48234981,Valley,32.90849487,1,61.56384177,Medium,1,0,1.637656279
36.31837212,-101.2402427,528,10.98070619,Flat,2386.174789,89933,16.15560321,42.39412493,1,25.92164847,-0.761725234,Valley,47.93789337,1,37.91695525,Low,1,1,1.176132611
34.48445522,-103.4865711,371,82.30179105,Flat,3851.937463,49621,74.27014297,15.99137124,0,26.11959674,32.2218927,Valley,68.93443451,0,72.42700237,Low,0,1,2.803325278
32.93210772,-106.0440593,693,12.76280848,Hilly,2711.208031,33011,0.365292565,33.0272486,1,95.99972343,37.6490352,Basin,95.50298947,1,34.25253909,Low,1,1,1.493488943
33.28664545,-118.3553356,265,67.32148786,Hilly,4755.315149,75911,42.48908731,15.53808222,0,19.26365173,27.59861509,Basin,77.89995727,1,11.42020395,Low,0,1,2.022334645
36.72518456,-111.6347184,256,64.6726027,Flat,273.858396,86624,18.83250911,11.32449805,1,22.75875583,-4.809478219,Plateau,49.46672243,0,5.017800509,High,0,0,3.090139669
37.52374529,-108.8139626,996,90.36897655,Hilly,1455.777716,54260,77.10099245,35.96919782,1,35.89312843,-1.476294794,Basin,77.33266049,0,99.05451979,High,1,1,3.527430981
37.91579044,-116.2517742,201,12.28061575,Mountainous,1103.590538,63379,67.33913607,31.57618721,1,67.94714133,-1.043341977,Valley,23.94674218,1,96.36665692,Medium,1,1,0.963929971
37.89618143,-111.0354684,635,32.22900214,Hilly,3838.111009,91132,70.67687098,11.68714163,0,42.97240366,22.69707536,Basin,82.71968611,0,22.29803253,High,0,1,3.789110368
30.91206103,-107.9794825,544,9.987196275,Flat,2618.965342,38440,14.85778857,30.99271127,1,31.1264166,-1.021742981,Basin,55.16797311,1,9.75254688,High,1,1,1.280855791
34.94420305,-113.4524664,879,41.33094925,Mountainous,691.7210568,86963,66.88140737,1.245082209,1,26.76241878,-8.501143044,Plateau,81.22898592,0,61.16603128,Low,1,0,3.234928641
30.5755876,-104.3811036,323,91.24772418,Flat,1427.966317,86178,69.08937098,9.668815723,0,12.50959458,12.92795144,Valley,57.31274916,0,69.37507354,High,0,0,4.871484488
35.49528882,-103.1910084,285,78.37079196,Hilly,2613.296615,34976,0.26370847,36.65994494,0,54.62556045,19.45384456,Plateau,33.15871005,1,73.70746316,Medium,0,0,0.0564218
34.41530501,-113.5278106,932,72.56710994,Hilly,4980.644906,41307,31.76008591,21.09738266,0,27.34120492,13.02035498,Plateau,10.90386423,0,91.36691745,High,0,1,1.490773527
38.87704183,-103.2268569,382,53.76972298,Mountainous,1821.461787,57728,8.728818124,10.97781546,0,33.14831063,14.45732274,Plateau,46.52977852,1,26.13571415,Medium,0,0,1.940798765
33.50915013,-117.9284687,453,88.46508849,Mountainous,784.1304867,76625,68.13942324,25.78990247,1,0.779626779,12.84122346,Plateau,73.71037853,0,22.9413195,High,0,1,2.941539144
31.17067016,-103.245418,657,45.49473803,Mountainous,2485.332629,45223,21.21086698,23.79563305,1,53.12397461,3.271791531,Basin,29.64942188,0,8.35795752,Low,1,1,2.678243462
31.42991682,-116.9449914,878,15.81888104,Mountainous,1550.931886,37297,26.46593152,32.06287833,1,69.6423311,37.79476624,Valley,29.61775345,0,15.86042321,High,0,0,3.577053538
37.61510632,-118.3414569,204,83.92093709,Hilly,2829.834119,23869,7.832907547,4.554377677,1,92.75339024,31.90428877,Basin,76.86800533,1,65.29746925,Low,0,0,3.10935712
36.18218063,-107.1644919,267,28.68419448,Flat,2333.551514,71477,48.38066653,41.1481319,0,19.71269989,6.142621198,Valley,18.67138573,0,49.13847636,Low,1,1,2.916951754
31.01122676,-110.5612527,799,6.309720561,Hilly,3447.449609,29097,3.303280949,3.855562168,0,91.93624769,-8.016363565,Valley,40.6901467,1,72.00582883,High,0,0,1.758274176
30.84106806,-101.842188,591,13.47776504,Hilly,4571.453544,53760,84.55922129,23.23890845,1,36.1130566,32.89987428,Basin,61.83350892,1,62.59828198,Medium,1,1,1.016949242
37.00969131,-112.7362161,880,61.2968327,Mountainous,1002.571754,24591,2.636604002,35.81317816,0,80.23927901,27.11141229,Valley,36.97526098,1,70.94325504,Low,0,0,1.768970984
30.72763006,-114.2569547,369,61.10111443,Mountainous,4105.900352,63330,6.163969418,17.8957407,1,89.68020277,-5.937548316,Valley,96.43644043,0,53.54661677,High,0,0,0.059386687
38.21860059,-109.9853019,557,26.75813394,Flat,4746.328578,94960,64.04066332,45.59580797,1,96.13645388,24.90073381,Basin,91.95125066,0,94.8791034,High,0,1,1.010899558
37.06242227,-110.8810763,117,72.99083465,Flat,1868.048408,75304,91.6933523,38.00636096,1,32.54438562,12.63071727,Plateau,94.8976038,0,67.77456317,Low,0,0,1.650585483
30.81348781,-113.1114391,33,77.59037538,Hilly,568.313503,66887,89.21211346,21.87635518,0,26.04536669,-3.482433786,Valley,98.22760981,0,70.88527325,High,0,0,3.928098222
30.84837714,-106.125174,661,92.12975999,Flat,4109.555854,47939,8.363051101,10.00749329,0,43.95643004,26.23569184,Valley,97.34543033,0,88.43398425,High,1,1,0.112690709
39.86639579,-104.8087633,474,58.90881237,Mountainous,3505.479047,76978,28.84467216,3.12850652,0,55.46533951,7.785077169,Valley,31.61369489,0,61.33257632,Medium,0,0,0.073690102
33.74270796,-102.9403206,31,78.16291305,Mountainous,1063.561024,50049,52.10368569,40.28155204,1,69.06488561,35.52193911,Plateau,52.75822507,0,23.58818452,High,0,0,4.32995667
33.70642147,-100.5428679,511,75.5568683,Mountainous,2226.117966,49697,2.66237387,10.51943805,0,69.18775193,-7.855649027,Basin,78.37671671,1,43.16258766,Medium,1,0,1.922608474
38.12799567,-114.6668762,860,26.5230958,Hilly,2889.961032,56780,52.86426155,14.21403454,1,11.66496014,36.8663277,Plateau,71.96218582,1,72.7986993,High,1,1,0.098682977
39.47248577,-105.6781304,850,31.71236687,Flat,849.2704333,74746,44.77656408,1.508539789,1,61.18175658,-5.601072774,Valley,26.2298585,1,92.69175643,Medium,0,0,4.914882558
39.86001064,-112.1148353,725,48.36975718,Mountainous,3574.564133,97650,58.84109956,1.893117363,0,16.78687065,-8.192442984,Plateau,36.33196614,1,48.50954169,Medium,1,1,1.489625195
37.53378185,-106.4583606,901,2.884857785,Hilly,3449.413707,69561,92.03148835,12.29050327,0,71.13682031,19.08981723,Basin,93.7950428,1,23.1594739,Medium,1,1,4.248534195
33.76259586,-110.4803662,745,30.44237954,Hilly,4435.633063,42427,27.46193057,43.77055583,0,97.6580599,20.52782599,Plateau,93.34711264,0,32.14279261,High,0,1,3.245298935
30.83500717,-100.1245379,510,47.91440446,Hilly,2836.364822,74997,63.90965435,39.26032937,0,77.08998262,-0.117553487,Valley,72.59372414,0,43.23086773,High,1,1,0.369497508
37.77146916,-105.4219573,744,11.69886023,Flat,2871.565153,25197,42.9832336,38.72378264,0,69.47351248,33.79939257,Plateau,0.651303376,0,73.311668,High,1,0,0.212405957
35.5840425,-100.950174,602,13.50131289,Flat,3096.93678,72741,43.51287243,41.52470394,0,7.748462908,30.10131454,Basin,51.61985749,0,11.45008331,Low,0,1,3.782599559
34.24222009,-103.300609,416,46.86043684,Flat,1368.916307,53837,64.72714023,10.14406488,1,18.46330327,4.128925274,Valley,20.97349022,0,5.705299965,Medium,0,1,3.447576559
39.06354385,-101.9419798,339,73.36553813,Hilly,3793.029256,58819,95.13363952,48.97419918,0,35.52406002,12.1537611,Basin,77.47981465,1,99.77434804,Medium,0,0,0.560597545
31.11197482,-103.7116161,712,83.54114416,Hilly,3312.496306,39056,86.30315057,12.37743898,1,93.34776268,29.16574644,Plateau,8.120696402,0,35.75245498,Low,1,0,4.083119695
34.92625104,-110.8168174,295,55.08507585,Flat,4195.728127,26394,63.95224455,8.346562696,1,33.0891691,31.66809322,Plateau,80.78005916,1,26.25252166,Low,0,1,3.281154794
30.11353645,-114.9642309,156,48.00014977,Mountainous,3842.930025,57319,46.15380889,15.43758999,1,81.37717311,29.81348814,Basin,30.59698069,1,63.26064351,Medium,0,1,2.576789555
34.68660642,-112.5935965,803,39.04377628,Flat,3192.861153,85276,42.39921009,26.99221377,0,10.37513297,3.396103694,Plateau,37.15542518,1,93.20876421,Low,0,1,4.369788093
30.56303276,-119.5952753,995,20.10195025,Hilly,804.4607545,91651,78.7132911,7.0971004,1,66.20022236,28.26590222,Basin,69.40829259,1,44.52932683,Low,1,1,1.396160359
31.18817916,-109.5201367,393,15.50963828,Hilly,4595.736616,60495,21.82206837,37.19243015,1,77.91088596,21.63017174,Plateau,22.92709957,0,81.27118771,Low,0,1,3.567444096
31.17526247,-109.898844,20,79.39774871,Hilly,1836.060907,76944,58.76665442,19.20480776,1,54.29217813,16.31178266,Basin,84.22249293,0,28.24187771,Medium,1,1,4.63101543
36.49210302,-109.4949907,285,47.03565659,Hilly,4821.492843,84687,50.49537682,28.85241025,1,76.68459207,38.17918918,Basin,93.00819487,1,53.96853016,High,0,1,3.416905266
37.46044879,-100.5193755,895,79.2417043,Hilly,2009.35401,46579,64.93535607,36.97756516,0,72.3665223,19.90161473,Plateau,98.81735966,1,55.46747511,Low,0,1,2.191357796
35.83368765,-101.7709199,577,70.70422055,Hilly,729.6914634,92663,18.74210278,45.19279363,0,47.69807337,33.43689277,Plateau,69.27923697,1,24.29128035,Medium,1,1,4.548955957
39.62172548,-116.7657444,694,20.19569552,Flat,4424.198737,64445,69.57572238,41.14800137,1,86.55190712,27.61690697,Basin,56.09069881,0,57.65663368,Low,0,1,2.667888513
33.7487058,-112.6223496,973,51.52041916,Hilly,3975.293701,61620,62.69997942,27.33596505,0,34.16293185,-7.745790108,Basin,89.12168619,1,58.05647945,Medium,1,1,2.331475162
32.85712086,-111.5208764,312,44.95764641,Hilly,3931.480281,43002,18.01461215,49.56747188,1,42.54089074,3.346603832,Basin,28.34919423,1,58.30326101,Low,1,0,4.012607963
38.68599128,-112.7893416,213,42.9634771,Hilly,447.0537537,88479,44.96216893,26.95722021,1,53.98610158,20.45810154,Valley,53.2814454,0,40.74324275,High,0,0,1.459521095
32.23595839,-104.0300807,354,54.71453387,Hilly,4396.399165,88477,67.86193548,27.26263575,1,13.06986554,11.91478461,Plateau,21.71522396,0,63.89201256,Medium,0,0,3.366694655
39.63222539,-109.5192466,769,98.22610821,Hilly,2982.003186,34850,90.16042694,8.765921555,1,51.53176807,37.77469265,Plateau,32.58595297,1,34.7116458,High,0,0,4.007949323
30.12154475,-108.5580037,835,81.47715917,Mountainous,2351.778681,49444,12.20996282,8.28730627,1,32.41160577,19.18090225,Basin,70.23338549,1,39.75170419,High,1,0,1.941710553
39.69878827,-102.9397288,275,90.46753073,Flat,4565.858107,83710,0.873941825,9.266355189,1,25.66655533,36.45421909,Basin,9.73931892,0,5.080505622,Medium,1,0,2.884637614
30.43159912,-103.8814369,31,3.934318734,Flat,3330.206762,80194,16.51541581,29.99924669,1,57.68349881,0.29447004,Plateau,48.5897244,1,95.64397752,Medium,0,1,1.848273079
38.91143114,-117.3557695,848,14.89330031,Mountainous,665.1541193,55562,98.92737345,21.34342376,0,32.96029802,34.88807468,Basin,84.14109873,0,72.05079536,Low,1,1,2.952635165
35.27701109,-105.7217083,545,9.391602362,Mountainous,2597.68588,47351,76.83702576,19.90834058,1,85.55077007,16.85708232,Basin,49.58901789,1,74.19706971,Low,1,1,3.763197188
39.92964796,-111.2912774,715,27.0598695,Hilly,3183.082944,91034,61.43690188,7.250356334,0,40.997935,0.703786529,Valley,24.09413483,1,78.87092568,Low,1,1,2.437223739
30.73796565,-114.1070219,105,44.7473567,Flat,4492.753489,59185,13.30130671,19.67342038,0,41.30376186,9.511421897,Plateau,35.54620753,1,72.07714557,Medium,0,1,4.793672178
35.53854284,-118.9996236,990,64.56327152,Flat,1399.470508,91960,41.60458493,19.52150375,1,98.19421152,38.4414355,Valley,57.90154387,0,86.91240818,Medium,0,1,1.741913953
39.69302536,-110.2550088,454,50.58229536,Mountainous,3971.169428,23068,71.52388681,31.41990445,1,34.15269643,37.97396356,Valley,62.25750682,0,3.260500161,Medium,0,0,2.762769994
35.23097844,-112.8912664,272,90.41520758,Flat,3999.064519,39811,89.58841622,20.03207526,0,13.14859498,-8.901039635,Basin,0.813104818,0,11.34914692,High,0,0,1.991764727
36.29398638,-114.9697392,593,94.04573993,Flat,640.2474241,25053,38.18232548,21.51933869,1,87.65832714,5.370470708,Basin,17.90544003,0,42.54833878,Medium,0,0,2.934056606
36.95748689,-106.1065654,764,17.18857417,Hilly,86.16591378,94888,99.96898774,14.354605,1,91.69983535,34.96675221,Valley,69.17410216,1,86.31398016,High,0,0,2.513023915
34.54541065,-104.6102923,392,85.43837911,Hilly,2907.048479,86728,13.97364123,7.443691685,1,22.64500351,-8.374026344,Basin,8.315650721,0,29.63635226,Low,0,0,2.017741972
36.2755808,-115.1042096,559,48.6904982,Hilly,3947.394431,44414,38.6935921,15.70053339,0,88.2077048,37.846779,Valley,85.09864262,1,74.98364441,High,1,0,1.441059028
35.84314312,-119.0110513,926,45.87961766,Flat,2772.154122,57093,87.53974589,3.095501677,1,49.45568354,9.399069479,Valley,30.54318087,0,27.57453537,Low,0,1,3.415771426
39.0115801,-103.024946,401,78.7089955,Flat,4066.737426,54285,64.99156094,10.98178847,0,4.343164701,-4.259505642,Valley,78.77296588,0,99.8676273,Low,1,0,1.835052109
30.4544638,-119.8008052,898,10.2209104,Hilly,3111.515702,54792,81.0919493,16.9226702,0,54.88310336,5.057162969,Valley,84.16574618,1,84.26763769,Medium,0,0,3.237591974
32.8096319,-101.2577501,610,88.36681961,Hilly,3266.461808,77832,90.77991388,8.136668304,0,84.87730458,30.40813268,Plateau,93.83720198,0,46.67333506,High,0,0,2.517430474
39.50411484,-107.4476025,549,67.4154721,Flat,140.7721288,40476,50.73163955,33.58351311,1,39.6649451,39.92199943,Plateau,70.8791195,0,88.84521536,Low,1,1,0.364951299
38.90263784,-113.5630673,101,87.65089916,Flat,442.9910146,43416,23.47471509,14.75748638,0,55.10000477,-3.309515458,Plateau,86.17804279,0,60.91013572,Medium,0,1,1.732380423
34.55656753,-115.0704418,575,99.45328019,Mountainous,3625.148089,23723,69.37069051,31.16085111,0,14.06143051,21.87815885,Valley,27.2759193,0,13.87073311,High,0,1,4.067807656
36.20132598,-119.8198867,168,52.28244078,Hilly,3814.216412,34537,56.34796847,32.550395,1,84.21969629,36.26546324,Valley,1.563817211,0,66.196102,Medium,0,1,3.822668026
32.77381183,-115.2905717,893,10.23295759,Hilly,2710.88989,49563,77.26492048,22.91712564,0,10.68902481,34.98558686,Basin,67.94811511,1,52.13236516,High,0,0,4.559488767
31.8812116,-117.245434,237,17.48586243,Hilly,2950.825637,30911,51.17137546,23.00621572,1,9.442903149,9.167913601,Plateau,25.60652448,0,21.03875166,Low,0,1,0.343712005
34.63698405,-107.7566756,482,33.03820601,Flat,3071.829199,39588,81.11113682,29.49169986,1,93.35583773,33.28870202,Basin,74.97468044,0,9.001331479,Medium,0,1,3.836612132
33.53352228,-116.6690882,381,11.25174127,Flat,524.9565943,95895,90.2017476,13.86036126,1,87.34729197,-0.420617847,Plateau,37.52331463,1,88.48613305,Low,0,1,2.469997579
35.83656112,-109.4274032,385,81.71884079,Mountainous,3339.543021,55627,74.95830267,2.041003392,1,57.48748187,21.60610688,Basin,76.8130319,1,39.03931686,Low,1,1,2.124254649
30.77734637,-108.1976716,562,30.38991725,Mountainous,2392.349884,25408,74.36551539,32.6062053,1,10.61539065,19.89999112,Basin,76.1799447,0,88.63598875,High,0,1,1.920100798
39.74394808,-114.039166,46,97.61273261,Hilly,3012.614883,77174,58.71893412,30.81774381,0,54.59861237,29.14422517,Plateau,44.16041413,1,74.70858246,Low,0,0,2.415722263
39.86210744,-119.298701,646,70.55655176,Mountainous,2815.709144,49708,47.16420121,24.34267216,1,92.05426536,1.449805357,Plateau,85.94957916,1,3.953040418,High,1,0,3.908010664
36.98161714,,943,18.16960666,Flat,3815.001242,66977,97.25876568,43.91251491,1,61.23548957,21.44257224,Basin,46.92333323,1,81.59524796,Low,0,1,4.599114809
35.36096366,,700,48.12822205,Mountainous,1592.841319,47035,64.51125321,25.9226168,1,19.82381289,20.52124652,Basin,95.89465566,0,23.92323739,Medium,1,1,4.488286592
33.09527616,,853,47.22153794,Mountainous,1867.631225,81670,84.03565022,15.87123852,0,90.58307412,-5.788814113,Basin,3.98898937,1,42.40360555,Medium,1,0,1.027865398
38.1379502,-113.6398059,46,49.75865418,Flat,1958.031533,29793,50.54090285,35.96309023,0,86.54562621,6.529598576,Plateau,54.2034185,1,36.25596149,Low,1,0,3.487691004
36.84731173,-104.0739963,110,54.03342589,Hilly,3812.280496,52912,55.48578579,48.1577725,1,54.65874231,0.371902355,Valley,1.859408152,0,2.362348897,Medium,0,0,4.873468574
31.62616939,-111.3653435,552,4.086135149,Hilly,2155.563109,22208,66.28890236,37.1070655,1,85.22432786,39.9795989,Basin,31.53281002,0,85.61094382,High,0,1,3.036888157
39.10927184,-110.940038,199,68.94381145,Mountainous,885.3738585,28480,72.85523687,45.53354632,0,5.636211112,39.52998595,Valley,46.19438563,0,70.84035089,High,1,0,1.774294212
